Segment,Billing_Class,Site_Billing_Status,Site_Status,Consumption,Value_Unbilled,Billing_Frequency,UnbilledDays,RootCause,Voice_Attempt,target
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,24298,1103.1,Q,127,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6427,349.69,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.8,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,95.46,Q,157,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,95.46,Q,157,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,77.22,Q,127,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,15739,813.67,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,55306,2432.88,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20984,948.94,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20984,948.94,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1505,160.78,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1505,160.78,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1407,139.92,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1407,139.92,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1407,139.92,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10710,537.16,Q,144,No Root Cause Match,,1
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,9955,414.48,Q,1072,No Root Cause Match,Voice Call Done,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,311.71,Q,522,No Root Cause Match,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4836,5863.37,M,,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,96.57,Q,173,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,79.82,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,79.82,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,79.82,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,96.57,Q,173,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4909,276.28,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2540,185.2,Q,139,No Root Cause Match,,0
Segment TBA,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,119.6,M,89,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1,0.04,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1,0.04,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1,0.04,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1,0.04,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.05,Q,769,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.05,Q,769,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1,0.05,Q,739,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1,0.05,Q,739,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1,0.05,Q,739,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,27207,1088.28,M,67,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,27207,1088.28,M,67,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9657,382.13,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9657,382.13,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9099,360.05,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9099,360.05,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.41,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.41,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.41,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.41,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2950,227.72,M,94,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2950,227.72,M,94,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,118.05,M,97,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,118.05,M,97,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,71.58,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,189,75.89,M,96,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,189,75.89,M,96,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9517,471.57,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,233961,9358.43,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,233961,9358.43,Q,167,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,150702,6028.09,Q,137,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,150702,6028.09,Q,137,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,90724,4055.46,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,19,0.77,Q,178,EMMA,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8642,586.76,Q,395,Implausible,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,16765,789.97,Q,141,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,94.85,M,565,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,94.85,M,565,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,76.61,M,535,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,76.61,M,535,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,76.61,M,535,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,24140,1258.58,Q,134,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,343.92,Q,52,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,12.24,Q,22,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6086,476.17,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6086,476.17,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6086,476.17,Q,144,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,19080,895.39,Q,145,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4013,433.11,Q,152,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4013,433.11,Q,152,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,277.62,M,218,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,277.62,M,218,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,241.11,M,188,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,241.11,M,188,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,241.11,M,188,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,129.14,M,96,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,349.61,Q,877,Impl Perm Est,Voice Call Done,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,331.43,Q,846,Impl Perm Est,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,32,93.49,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,32,93.49,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,32,76.94,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,32,76.94,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,7235,383.47,Q,138,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.07,Q,274,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.07,Q,274,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.07,Q,244,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.07,Q,244,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2,0.07,Q,244,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13109,469.16,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,97.13,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,97.13,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,80.38,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,80.38,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,80.38,Q,144,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,9154.2,Q,,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1804,833.45,M,463,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1804,833.45,M,463,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1541,727.26,M,402,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1804,833.45,M,463,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1848,880.78,M,493,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1848,880.78,M,493,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,788,110.16,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,1458,58.3,Q,216,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,1458,58.3,Q,216,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,1458,58.3,Q,186,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,1458,58.3,Q,186,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,1458,58.3,Q,186,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,17445.16,Q,,EMMA,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3073,202.84,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10645,524.5,Q,150,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,107.4,Q,193,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2138,253.11,M,98,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2316,300.76,M,128,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2316,300.76,M,128,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2138,253.11,M,98,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2138,253.11,M,98,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,331.67,Q,807,Implausible,Voice Call Done,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,314.42,Q,776,Implausible,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12512,682.7,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10084,514.12,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10084,514.12,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9612,478.23,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9612,478.23,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9612,478.23,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,608,131.89,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,608,131.89,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,576,112.05,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,576,112.05,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,108.31,M,89,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8242,691.62,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9155,558.86,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9155,558.86,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8591,512.41,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8591,512.41,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,144,91.26,Q,153,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,144,91.26,Q,153,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2149,109.5,Q,849,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2149,109.5,Q,849,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20389,917.43,Q,819,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20389,917.43,Q,819,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20389,917.43,Q,819,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,26219,1330.05,Q,392,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,26219,1330.05,Q,392,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25463,1281.39,Q,362,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25463,1281.39,Q,362,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25463,1281,Q,362,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,22217,1109.84,Q,301,Impl Perm Est,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,2357,155.53,M,77,Impl Perm Est,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24247,1105.06,Q,174,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23014,1037.33,Q,144,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23014,1037.33,Q,144,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23014,1037,Q,144,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.8,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.62,M,95,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.62,M,95,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.62,M,95,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,3831,177.97,M,98,Lock -  Billing,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,3831,177.97,M,98,Lock -  Billing,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,3831,177.97,M,98,Lock -  Billing,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,42941,1895.62,Q,130,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,266,88.64,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,315,151.31,Q,250,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,315,134.75,Q,220,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,315,134.75,Q,220,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,315,134.75,Q,220,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,190,78.69,Q,128,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,315,151.31,Q,250,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,127.67,Q,195,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,127.67,Q,195,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,108.03,Q,165,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,108.03,Q,165,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,108.03,Q,165,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,118.06,M,198,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,118.06,M,198,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5878,337.69,Q,158,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5878,337.69,Q,158,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5564,307.64,Q,128,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12794,926.9,Q,152,Implausible,,1
Others,Small and Medium Enterprises,Not assigned,Clean,443,29.09,Q,146,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,384.14,Q,726,Impl Perm Est,,0
